10,8,3749,9.001600426780476,33739,30,1,1,0,0
10,8,3749,9.001600426780476,33739,30,2,1,0,0
10,8,3749,9.001600426780476,33739,30,10,0,1,0
10,8,3749,9.001600426780476,33739,30,20,0,1,0
10,8,3749,9.001600426780476,33739,30,30,1,0,0
10,8,3749,9.001600426780476,33739,30,40,0,0,1
10,8,3749,9.001600426780476,33739,30,50,1,0,0
10,8,3749,9.001600426780476,33739,30,70,1,0,0
10,8,3749,9.001600426780476,33739,30,80,1,0,0
10,3,9877,6.507542776146603,64270,25,1,0,1,0
10,3,9877,6.507542776146603,64270,25,2,0,1,0
10,3,9877,6.507542776146603,64270,25,10,0,0,1
10,3,9877,6.507542776146603,64270,25,20,1,0,0
10,3,9877,6.507542776146603,64270,25,30,1,0,0
10,3,9877,6.507542776146603,64270,25,40,1,0,0
10,3,9877,6.507542776146603,64270,25,50,0,1,0
10,3,9877,6.507542776146603,64270,25,70,0,0,1
10,3,9877,6.507542776146603,64270,25,80,1,0,0
15,3,2930,8.987372013651877,26327,37,1,0,1,0
15,3,2930,8.987372013651877,26327,37,2,1,0,0
15,3,2930,8.987372013651877,26327,37,10,0,0,1
15,3,2930,8.987372013651877,26327,37,20,1,0,0
15,3,2930,8.987372013651877,26327,37,30,0,1,0
15,3,2930,8.987372013651877,26327,37,40,1,0,0
15,3,2930,8.987372013651877,26327,37,50,0,1,0
15,3,2930,8.987372013651877,26327,37,70,1,0,0
15,3,2930,8.987372013651877,26327,37,80,0,1,0
11,3,7975,6.989592476489028,55738,49,1,1,0,0
11,3,7975,6.989592476489028,55738,49,2,0,0,1
11,3,7975,6.989592476489028,55738,49,10,1,0,0
11,3,7975,6.989592476489028,55738,49,20,1,0,0
11,3,7975,6.989592476489028,55738,49,30,0,1,0
11,3,7975,6.989592476489028,55738,49,40,1,0,0
11,3,7975,6.989592476489028,55738,49,50,1,0,0
11,3,7975,6.989592476489028,55738,49,70,1,0,0
11,3,7975,6.989592476489028,55738,49,80,0,0,1
18,8,9607,12.970334131362549,124595,36,1,1,0,0
18,8,9607,12.970334131362549,124595,36,2,1,0,0
18,8,9607,12.970334131362549,124595,36,10,0,0,1
18,8,9607,12.970334131362549,124595,36,20,1,0,0
18,8,9607,12.970334131362549,124595,36,30,0,1,0
18,8,9607,12.970334131362549,124595,36,40,1,0,0
18,8,9607,12.970334131362549,124595,36,50,1,0,0
18,8,9607,12.970334131362549,124595,36,70,1,0,0
18,8,9607,12.970334131362549,124595,36,80,1,0,0
10,8,14048,9.009325170842825,126555,40,1,1,0,0
10,8,14048,9.009325170842825,126555,40,2,1,0,0
10,8,14048,9.009325170842825,126555,40,10,1,0,0
10,8,14048,9.009325170842825,126555,40,20,1,0,0
10,8,14048,9.009325170842825,126555,40,30,1,0,0
10,8,14048,9.009325170842825,126555,40,40,1,0,0
10,8,14048,9.009325170842825,126555,40,50,1,0,0
10,8,14048,9.009325170842825,126555,40,70,1,0,0
10,8,14048,9.009325170842825,126555,40,80,0,1,0
15,4,7926,9.496971990915974,75269,60,1,1,0,0
15,4,7926,9.496971990915974,75269,60,2,1,0,0
15,4,7926,9.496971990915974,75269,60,10,0,0,1
15,4,7926,9.496971990915974,75269,60,20,0,1,0
15,4,7926,9.496971990915974,75269,60,30,1,0,0
15,4,7926,9.496971990915974,75269,60,40,1,0,0
15,4,7926,9.496971990915974,75269,60,50,1,0,0
15,4,7926,9.496971990915974,75269,60,70,1,0,0
15,4,7926,9.496971990915974,75269,60,80,1,0,0
18,4,2028,10.98076923076923,22253,35,1,1,0,0
18,4,2028,10.98076923076923,22253,35,2,0,1,0
18,4,2028,10.98076923076923,22253,35,10,1,0,0
18,4,2028,10.98076923076923,22253,35,20,1,0,0
18,4,2028,10.98076923076923,22253,35,30,1,0,0
18,4,2028,10.98076923076923,22253,35,40,1,0,0
18,4,2028,10.98076923076923,22253,35,50,0,0,1
18,4,2028,10.98076923076923,22253,35,70,1,0,0
18,4,2028,10.98076923076923,22253,35,80,1,0,0
15,4,5575,9.488071748878923,52881,61,1,1,0,0
15,4,5575,9.488071748878923,52881,61,2,1,0,0
15,4,5575,9.488071748878923,52881,61,10,1,0,0
15,4,5575,9.488071748878923,52881,61,20,1,0,0
15,4,5575,9.488071748878923,52881,61,30,1,0,0
15,4,5575,9.488071748878923,52881,61,40,0,1,0
15,4,5575,9.488071748878923,52881,61,50,0,1,0
15,4,5575,9.488071748878923,52881,61,70,0,0,1
15,4,5575,9.488071748878923,52881,61,80,0,1,0
10,7,1918,8.506256517205422,16308,53,1,1,0,0
10,7,1918,8.506256517205422,16308,53,2,0,1,0
10,7,1918,8.506256517205422,16308,53,10,1,0,0
10,7,1918,8.506256517205422,16308,53,20,0,0,1
10,7,1918,8.506256517205422,16308,53,30,1,0,0
10,7,1918,8.506256517205422,16308,53,40,1,0,0
10,7,1918,8.506256517205422,16308,53,50,1,0,0
10,7,1918,8.506256517205422,16308,53,70,1,0,0
10,7,1918,8.506256517205422,16308,53,80,1,0,0
10,8,23158,8.99952500215908,208401,30,1,0,1,0
10,8,23158,8.99952500215908,208401,30,2,0,1,0
10,8,23158,8.99952500215908,208401,30,10,1,0,0
10,8,23158,8.99952500215908,208401,30,20,1,0,0
10,8,23158,8.99952500215908,208401,30,30,1,0,0
10,8,23158,8.99952500215908,208401,30,40,1,0,0
10,8,23158,8.99952500215908,208401,30,50,1,0,0
